history,patient,doctor
 ## دكتور : أهلاً بيك، إزيك؟,بداية,أهلاً بيك، إزيك؟
 ## دكتور : أهلاً بيك، إزيك؟ ## مريض : مش كويس، بجد بحس باكتئاب ومش عارف أعمل إيه.,مش كويس، بجد بحس باكتئاب ومش عارف أعمل إيه.,أهلاً بيك، إزيك؟
 ## دكتور : أهلاً بيك، إزيك؟ ## مريض : مش كويس، بجد بحس باكتئاب ومش عارف أعمل إيه. ## دكتور : ممكن توضحلي أكتر عن مشاعرك وأفكارك الفترة دي؟ ## مريض : بحس دايمًا إني مش سعيد ومش مهتم بأي حاجة. مفيش حاجة بتفرحني.,بحس دايمًا إني مش سعيد ومش مهتم بأي حاجة. مفيش حاجة بتفرحني.,ممكن توضحلي أكتر عن مشاعرك وأفكارك الفترة دي؟
 ## دكتور : أهلاً بيك، إزيك؟ ## مريض : مش كويس، بجد بحس باكتئاب ومش عارف أعمل إيه. ## دكتور : ممكن توضحلي أكتر عن مشاعرك وأفكارك الفترة دي؟ ## مريض : بحس دايمًا إني مش سعيد ومش مهتم بأي حاجة. مفيش حاجة بتفرحني. ## دكتور : هل في حاجة معينة حصلت مؤخراً بتخليك تحس بكده؟ ## مريض : مش عارف، ممكن تكون مشاكل في الشغل والعيلة.,مش عارف، ممكن تكون مشاكل في الشغل والعيلة.,هل في حاجة معينة حصلت مؤخراً بتخليك تحس بكده؟
 ## دكتور : أهلاً بيك، إزيك؟ ## مريض : مش كويس، بجد بحس باكتئاب ومش عارف أعمل إيه. ## دكتور : ممكن توضحلي أكتر عن مشاعرك وأفكارك الفترة دي؟ ## مريض : بحس دايمًا إني مش سعيد ومش مهتم بأي حاجة. مفيش حاجة بتفرحني. ## دكتور : هل في حاجة معينة حصلت مؤخراً بتخليك تحس بكده؟ ## مريض : مش عارف، ممكن تكون مشاكل في الشغل والعيلة. ## دكتور : الاكتئاب ممكن يكون ليه أسباب كتير. مهم نتكلم أكتر ونحاول نحدد الأسباب علشان نقدر نساعدك.,الاكتئاب ممكن يكون ليه أسباب كتير. مهم نتكلم أكتر ونحاول نحدد الأسباب علشان نقدر نساعدك.,مش عارف، ممكن تكون مشاكل في الشغل والعيلة.
 ## دكتور : مرحبًا، إزيك؟,بداية,مرحبًا، إزيك؟
 ## دكتور : مرحبًا، إزيك؟ ## مريض : مش عارف، بحس إن علاقتي مع الناس مش كويسة.,مش عارف، بحس إن علاقتي مع الناس مش كويسة.,مرحبًا، إزيك؟
 ## دكتور : مرحبًا، إزيك؟ ## مريض : مش عارف، بحس إن علاقتي مع الناس مش كويسة. ## دكتور : تقدر تحكيلي أكتر عن المشكلة؟ ## مريض : بحس إني بعيد عن أصحابي ومش بعرف أتعامل مع الناس بشكل كويس.,بحس إني بعيد عن أصحابي ومش بعرف أتعامل مع الناس بشكل كويس.,تقدر تحكيلي أكتر عن المشكلة؟
 ## دكتور : مرحبًا، إزيك؟ ## مريض : مش عارف، بحس إن علاقتي مع الناس مش كويسة. ## دكتور : تقدر تحكيلي أكتر عن المشكلة؟ ## مريض : بحس إني بعيد عن أصحابي ومش بعرف أتعامل مع الناس بشكل كويس. ## دكتور : هل في مواقف معينة بتحصل تخليك تحس كده؟ ## مريض : أيوه، بحس إني مش فاهم الناس كويس وبتوتر في المواقف الاجتماعية.,أيوه، بحس إني مش فاهم الناس كويس وبتوتر في المواقف الاجتماعية.,هل في مواقف معينة بتحصل تخليك تحس كده؟
 ## دكتور : مرحبًا، إزيك؟ ## مريض : مش عارف، بحس إن علاقتي مع الناس مش كويسة. ## دكتور : تقدر تحكيلي أكتر عن المشكلة؟ ## مريض : بحس إني بعيد عن أصحابي ومش بعرف أتعامل مع الناس بشكل كويس. ## دكتور : هل في مواقف معينة بتحصل تخليك تحس كده؟ ## مريض : أيوه، بحس إني مش فاهم الناس كويس وبتوتر في المواقف الاجتماعية. ## دكتور : ممكن نحاول نتكلم عن مهارات التواصل وطرق تحسين العلاقات الاجتماعية. ## مريض : تمام، بس أنا مش عارف أبدأ منين أو أعمل إيه.,تمام، بس أنا مش عارف أبدأ منين أو أعمل إيه.,ممكن نحاول نتكلم عن مهارات التواصل وطرق تحسين العلاقات الاجتماعية.
 ## دكتور : مرحبًا، إزيك؟ ## مريض : مش عارف، بحس إن علاقتي مع الناس مش كويسة. ## دكتور : تقدر تحكيلي أكتر عن المشكلة؟ ## مريض : بحس إني بعيد عن أصحابي ومش بعرف أتعامل مع الناس بشكل كويس. ## دكتور : هل في مواقف معينة بتحصل تخليك تحس كده؟ ## مريض : أيوه، بحس إني مش فاهم الناس كويس وبتوتر في المواقف الاجتماعية. ## دكتور : ممكن نحاول نتكلم عن مهارات التواصل وطرق تحسين العلاقات الاجتماعية. ## مريض : تمام، بس أنا مش عارف أبدأ منين أو أعمل إيه. ## دكتور : طيب، خلينا نبدأ بالأشياء اللي بتحس إنها بتصعب عليك التعامل مع الناس. إيه أكتر المواقف اللي بتحس فيها بالتوتر؟ ## مريض : مثلاً لما أكون في تجمعات كبيرة، بحس إني مش عارف أتكلم مع حد، ودايمًا بخاف إني أقول حاجة غلط.,مثلاً لما أكون في تجمعات كبيرة، بحس إني مش عارف أتكلم مع حد، ودايمًا بخاف إني أقول حاجة غلط.,طيب، خلينا نبدأ بالأشياء اللي بتحس إنها بتصعب عليك التعامل مع الناس. إيه أكتر المواقف اللي بتحس فيها بالتوتر؟
 ## دكتور : مرحبًا، إزيك؟ ## مريض : مش عارف، بحس إن علاقتي مع الناس مش كويسة. ## دكتور : تقدر تحكيلي أكتر عن المشكلة؟ ## مريض : بحس إني بعيد عن أصحابي ومش بعرف أتعامل مع الناس بشكل كويس. ## دكتور : هل في مواقف معينة بتحصل تخليك تحس كده؟ ## مريض : أيوه، بحس إني مش فاهم الناس كويس وبتوتر في المواقف الاجتماعية. ## دكتور : ممكن نحاول نتكلم عن مهارات التواصل وطرق تحسين العلاقات الاجتماعية. ## مريض : تمام، بس أنا مش عارف أبدأ منين أو أعمل إيه. ## دكتور : طيب، خلينا نبدأ بالأشياء اللي بتحس إنها بتصعب عليك التعامل مع الناس. إيه أكتر المواقف اللي بتحس فيها بالتوتر؟ ## مريض : مثلاً لما أكون في تجمعات كبيرة، بحس إني مش عارف أتكلم مع حد، ودايمًا بخاف إني أقول حاجة غلط. ## دكتور : فهمت، التجمعات الكبيرة ممكن تكون مرهقة لبعض الناس. هل بتلاقي نفسك بتفكر كتير في اللي ممكن يقوله الناس عنك؟ ## مريض : أيوه، دايمًا بحس إني تحت المراقبة وبخاف من الحكم عليّ.,أيوه، دايمًا بحس إني تحت المراقبة وبخاف من الحكم عليّ.,فهمت، التجمعات الكبيرة ممكن تكون مرهقة لبعض الناس. هل بتلاقي نفسك بتفكر كتير في اللي ممكن يقوله الناس عنك؟
 ## دكتور : مرحبًا، إزيك؟ ## مريض : مش عارف، بحس إن علاقتي مع الناس مش كويسة. ## دكتور : تقدر تحكيلي أكتر عن المشكلة؟ ## مريض : بحس إني بعيد عن أصحابي ومش بعرف أتعامل مع الناس بشكل كويس. ## دكتور : هل في مواقف معينة بتحصل تخليك تحس كده؟ ## مريض : أيوه، بحس إني مش فاهم الناس كويس وبتوتر في المواقف الاجتماعية. ## دكتور : ممكن نحاول نتكلم عن مهارات التواصل وطرق تحسين العلاقات الاجتماعية. ## مريض : تمام، بس أنا مش عارف أبدأ منين أو أعمل إيه. ## دكتور : طيب، خلينا نبدأ بالأشياء اللي بتحس إنها بتصعب عليك التعامل مع الناس. إيه أكتر المواقف اللي بتحس فيها بالتوتر؟ ## مريض : مثلاً لما أكون في تجمعات كبيرة، بحس إني مش عارف أتكلم مع حد، ودايمًا بخاف إني أقول حاجة غلط. ## دكتور : فهمت، التجمعات الكبيرة ممكن تكون مرهقة لبعض الناس. هل بتلاقي نفسك بتفكر كتير في اللي ممكن يقوله الناس عنك؟ ## مريض : أيوه، دايمًا بحس إني تحت المراقبة وبخاف من الحكم عليّ. ## دكتور : دي حاجة طبيعية، كتير من الناس بيحسوا كده. طيب، هل جربت تتكلم مع حد عن مشاعرك دي؟ ## مريض : مش كتير، بحاول أحتفظ بيها لنفسي.,مش كتير، بحاول أحتفظ بيها لنفسي.,دي حاجة طبيعية، كتير من الناس بيحسوا كده. طيب، هل جربت تتكلم مع حد عن مشاعرك دي؟
 ## دكتور : مرحبًا، إزيك؟ ## مريض : مش عارف، بحس إن علاقتي مع الناس مش كويسة. ## دكتور : تقدر تحكيلي أكتر عن المشكلة؟ ## مريض : بحس إني بعيد عن أصحابي ومش بعرف أتعامل مع الناس بشكل كويس. ## دكتور : هل في مواقف معينة بتحصل تخليك تحس كده؟ ## مريض : أيوه، بحس إني مش فاهم الناس كويس وبتوتر في المواقف الاجتماعية. ## دكتور : ممكن نحاول نتكلم عن مهارات التواصل وطرق تحسين العلاقات الاجتماعية. ## مريض : تمام، بس أنا مش عارف أبدأ منين أو أعمل إيه. ## دكتور : طيب، خلينا نبدأ بالأشياء اللي بتحس إنها بتصعب عليك التعامل مع الناس. إيه أكتر المواقف اللي بتحس فيها بالتوتر؟ ## مريض : مثلاً لما أكون في تجمعات كبيرة، بحس إني مش عارف أتكلم مع حد، ودايمًا بخاف إني أقول حاجة غلط. ## دكتور : فهمت، التجمعات الكبيرة ممكن تكون مرهقة لبعض الناس. هل بتلاقي نفسك بتفكر كتير في اللي ممكن يقوله الناس عنك؟ ## مريض : أيوه، دايمًا بحس إني تحت المراقبة وبخاف من الحكم عليّ. ## دكتور : دي حاجة طبيعية، كتير من الناس بيحسوا كده. طيب، هل جربت تتكلم مع حد عن مشاعرك دي؟ ## مريض : مش كتير، بحاول أحتفظ بيها لنفسي. ## دكتور : التحدث مع شخص تثق فيه ممكن يكون خطوة مهمة. جرب تتكلم مع حد قريب منك وتشرحله اللي بتحس بيه. كمان، ممكن نشتغل على بعض التقنيات اللي تساعدك على تحسين تواصلك الاجتماعي. ## مريض : زي إيه مثلاً؟,زي إيه مثلاً؟,التحدث مع شخص تثق فيه ممكن يكون خطوة مهمة. جرب تتكلم مع حد قريب منك وتشرحله اللي بتحس بيه. كمان، ممكن نشتغل على بعض التقنيات اللي تساعدك على تحسين تواصلك الاجتماعي.
 ## دكتور : مرحبًا، إزيك؟ ## مريض : مش عارف، بحس إن علاقتي مع الناس مش كويسة. ## دكتور : تقدر تحكيلي أكتر عن المشكلة؟ ## مريض : بحس إني بعيد عن أصحابي ومش بعرف أتعامل مع الناس بشكل كويس. ## دكتور : هل في مواقف معينة بتحصل تخليك تحس كده؟ ## مريض : أيوه، بحس إني مش فاهم الناس كويس وبتوتر في المواقف الاجتماعية. ## دكتور : ممكن نحاول نتكلم عن مهارات التواصل وطرق تحسين العلاقات الاجتماعية. ## مريض : تمام، بس أنا مش عارف أبدأ منين أو أعمل إيه. ## دكتور : طيب، خلينا نبدأ بالأشياء اللي بتحس إنها بتصعب عليك التعامل مع الناس. إيه أكتر المواقف اللي بتحس فيها بالتوتر؟ ## مريض : مثلاً لما أكون في تجمعات كبيرة، بحس إني مش عارف أتكلم مع حد، ودايمًا بخاف إني أقول حاجة غلط. ## دكتور : فهمت، التجمعات الكبيرة ممكن تكون مرهقة لبعض الناس. هل بتلاقي نفسك بتفكر كتير في اللي ممكن يقوله الناس عنك؟ ## مريض : أيوه، دايمًا بحس إني تحت المراقبة وبخاف من الحكم عليّ. ## دكتور : دي حاجة طبيعية، كتير من الناس بيحسوا كده. طيب، هل جربت تتكلم مع حد عن مشاعرك دي؟ ## مريض : مش كتير، بحاول أحتفظ بيها لنفسي. ## دكتور : التحدث مع شخص تثق فيه ممكن يكون خطوة مهمة. جرب تتكلم مع حد قريب منك وتشرحله اللي بتحس بيه. كمان، ممكن نشتغل على بعض التقنيات اللي تساعدك على تحسين تواصلك الاجتماعي. ## مريض : زي إيه مثلاً؟ ## دكتور : ممكن نبدأ بتمارين بسيطة زي التفكير الإيجابي قبل ما تدخل أي تجمع، وتحضير بعض المواضيع البسيطة اللي ممكن تتكلم فيها. كمان، ممكن نشتغل على تقنيات الاسترخاء زي التنفس العميق علشان تقلل التوتر. ## مريض : دي أفكار كويسة، بس بحس إني برضه هكون متوتر.,دي أفكار كويسة، بس بحس إني برضه هكون متوتر.,ممكن نبدأ بتمارين بسيطة زي التفكير الإيجابي قبل ما تدخل أي تجمع، وتحضير بعض المواضيع البسيطة اللي ممكن تتكلم فيها. كمان، ممكن نشتغل على تقنيات الاسترخاء زي التنفس العميق علشان تقلل التوتر.
 ## دكتور : مرحبًا، إزيك؟ ## مريض : مش عارف، بحس إن علاقتي مع الناس مش كويسة. ## دكتور : تقدر تحكيلي أكتر عن المشكلة؟ ## مريض : بحس إني بعيد عن أصحابي ومش بعرف أتعامل مع الناس بشكل كويس. ## دكتور : هل في مواقف معينة بتحصل تخليك تحس كده؟ ## مريض : أيوه، بحس إني مش فاهم الناس كويس وبتوتر في المواقف الاجتماعية. ## دكتور : ممكن نحاول نتكلم عن مهارات التواصل وطرق تحسين العلاقات الاجتماعية. ## مريض : تمام، بس أنا مش عارف أبدأ منين أو أعمل إيه. ## دكتور : طيب، خلينا نبدأ بالأشياء اللي بتحس إنها بتصعب عليك التعامل مع الناس. إيه أكتر المواقف اللي بتحس فيها بالتوتر؟ ## مريض : مثلاً لما أكون في تجمعات كبيرة، بحس إني مش عارف أتكلم مع حد، ودايمًا بخاف إني أقول حاجة غلط. ## دكتور : فهمت، التجمعات الكبيرة ممكن تكون مرهقة لبعض الناس. هل بتلاقي نفسك بتفكر كتير في اللي ممكن يقوله الناس عنك؟ ## مريض : أيوه، دايمًا بحس إني تحت المراقبة وبخاف من الحكم عليّ. ## دكتور : دي حاجة طبيعية، كتير من الناس بيحسوا كده. طيب، هل جربت تتكلم مع حد عن مشاعرك دي؟ ## مريض : مش كتير، بحاول أحتفظ بيها لنفسي. ## دكتور : التحدث مع شخص تثق فيه ممكن يكون خطوة مهمة. جرب تتكلم مع حد قريب منك وتشرحله اللي بتحس بيه. كمان، ممكن نشتغل على بعض التقنيات اللي تساعدك على تحسين تواصلك الاجتماعي. ## مريض : زي إيه مثلاً؟ ## دكتور : ممكن نبدأ بتمارين بسيطة زي التفكير الإيجابي قبل ما تدخل أي تجمع، وتحضير بعض المواضيع البسيطة اللي ممكن تتكلم فيها. كمان، ممكن نشتغل على تقنيات الاسترخاء زي التنفس العميق علشان تقلل التوتر. ## مريض : دي أفكار كويسة، بس بحس إني برضه هكون متوتر. ## دكتور : طبيعي تحس بالتوتر في البداية. المهم إنك تدي نفسك فرصة وتجرب. ممكن كمان نعمل بعض الجلسات العملية هنا علشان تتدرب على المواقف الاجتماعية قبل ما تجربها في الواقع. ## مريض : تمام، ممكن نجرب كده.,تمام، ممكن نجرب كده.,طبيعي تحس بالتوتر في البداية. المهم إنك تدي نفسك فرصة وتجرب. ممكن كمان نعمل بعض الجلسات العملية هنا علشان تتدرب على المواقف الاجتماعية قبل ما تجربها في الواقع.
 ## دكتور : مرحبًا، إزيك؟ ## مريض : مش عارف، بحس إن علاقتي مع الناس مش كويسة. ## دكتور : تقدر تحكيلي أكتر عن المشكلة؟ ## مريض : بحس إني بعيد عن أصحابي ومش بعرف أتعامل مع الناس بشكل كويس. ## دكتور : هل في مواقف معينة بتحصل تخليك تحس كده؟ ## مريض : أيوه، بحس إني مش فاهم الناس كويس وبتوتر في المواقف الاجتماعية. ## دكتور : ممكن نحاول نتكلم عن مهارات التواصل وطرق تحسين العلاقات الاجتماعية. ## مريض : تمام، بس أنا مش عارف أبدأ منين أو أعمل إيه. ## دكتور : طيب، خلينا نبدأ بالأشياء اللي بتحس إنها بتصعب عليك التعامل مع الناس. إيه أكتر المواقف اللي بتحس فيها بالتوتر؟ ## مريض : مثلاً لما أكون في تجمعات كبيرة، بحس إني مش عارف أتكلم مع حد، ودايمًا بخاف إني أقول حاجة غلط. ## دكتور : فهمت، التجمعات الكبيرة ممكن تكون مرهقة لبعض الناس. هل بتلاقي نفسك بتفكر كتير في اللي ممكن يقوله الناس عنك؟ ## مريض : أيوه، دايمًا بحس إني تحت المراقبة وبخاف من الحكم عليّ. ## دكتور : دي حاجة طبيعية، كتير من الناس بيحسوا كده. طيب، هل جربت تتكلم مع حد عن مشاعرك دي؟ ## مريض : مش كتير، بحاول أحتفظ بيها لنفسي. ## دكتور : التحدث مع شخص تثق فيه ممكن يكون خطوة مهمة. جرب تتكلم مع حد قريب منك وتشرحله اللي بتحس بيه. كمان، ممكن نشتغل على بعض التقنيات اللي تساعدك على تحسين تواصلك الاجتماعي. ## مريض : زي إيه مثلاً؟ ## دكتور : ممكن نبدأ بتمارين بسيطة زي التفكير الإيجابي قبل ما تدخل أي تجمع، وتحضير بعض المواضيع البسيطة اللي ممكن تتكلم فيها. كمان، ممكن نشتغل على تقنيات الاسترخاء زي التنفس العميق علشان تقلل التوتر. ## مريض : دي أفكار كويسة، بس بحس إني برضه هكون متوتر. ## دكتور : طبيعي تحس بالتوتر في البداية. المهم إنك تدي نفسك فرصة وتجرب. ممكن كمان نعمل بعض الجلسات العملية هنا علشان تتدرب على المواقف الاجتماعية قبل ما تجربها في الواقع. ## مريض : تمام، ممكن نجرب كده. ## دكتور : ممتاز، هنبدأ بالتدريبات البسيطة وهنشوف إزاي ممكن نطور مهاراتك الاجتماعية تدريجيًا. المهم إنك تكون صبور مع نفسك وتعطي نفسك الوقت للتحسن. ## مريض : شكراً يا دكتور، أنا حسيت براحة لمجرد إني تكلمت عن الموضوع.,شكراً يا دكتور، أنا حسيت براحة لمجرد إني تكلمت عن الموضوع.,ممتاز، هنبدأ بالتدريبات البسيطة وهنشوف إزاي ممكن نطور مهاراتك الاجتماعية تدريجيًا. المهم إنك تكون صبور مع نفسك وتعطي نفسك الوقت للتحسن.
 ## دكتور : مرحبًا، إزيك؟ ## مريض : مش عارف، بحس إن علاقتي مع الناس مش كويسة. ## دكتور : تقدر تحكيلي أكتر عن المشكلة؟ ## مريض : بحس إني بعيد عن أصحابي ومش بعرف أتعامل مع الناس بشكل كويس. ## دكتور : هل في مواقف معينة بتحصل تخليك تحس كده؟ ## مريض : أيوه، بحس إني مش فاهم الناس كويس وبتوتر في المواقف الاجتماعية. ## دكتور : ممكن نحاول نتكلم عن مهارات التواصل وطرق تحسين العلاقات الاجتماعية. ## مريض : تمام، بس أنا مش عارف أبدأ منين أو أعمل إيه. ## دكتور : طيب، خلينا نبدأ بالأشياء اللي بتحس إنها بتصعب عليك التعامل مع الناس. إيه أكتر المواقف اللي بتحس فيها بالتوتر؟ ## مريض : مثلاً لما أكون في تجمعات كبيرة، بحس إني مش عارف أتكلم مع حد، ودايمًا بخاف إني أقول حاجة غلط. ## دكتور : فهمت، التجمعات الكبيرة ممكن تكون مرهقة لبعض الناس. هل بتلاقي نفسك بتفكر كتير في اللي ممكن يقوله الناس عنك؟ ## مريض : أيوه، دايمًا بحس إني تحت المراقبة وبخاف من الحكم عليّ. ## دكتور : دي حاجة طبيعية، كتير من الناس بيحسوا كده. طيب، هل جربت تتكلم مع حد عن مشاعرك دي؟ ## مريض : مش كتير، بحاول أحتفظ بيها لنفسي. ## دكتور : التحدث مع شخص تثق فيه ممكن يكون خطوة مهمة. جرب تتكلم مع حد قريب منك وتشرحله اللي بتحس بيه. كمان، ممكن نشتغل على بعض التقنيات اللي تساعدك على تحسين تواصلك الاجتماعي. ## مريض : زي إيه مثلاً؟ ## دكتور : ممكن نبدأ بتمارين بسيطة زي التفكير الإيجابي قبل ما تدخل أي تجمع، وتحضير بعض المواضيع البسيطة اللي ممكن تتكلم فيها. كمان، ممكن نشتغل على تقنيات الاسترخاء زي التنفس العميق علشان تقلل التوتر. ## مريض : دي أفكار كويسة، بس بحس إني برضه هكون متوتر. ## دكتور : طبيعي تحس بالتوتر في البداية. المهم إنك تدي نفسك فرصة وتجرب. ممكن كمان نعمل بعض الجلسات العملية هنا علشان تتدرب على المواقف الاجتماعية قبل ما تجربها في الواقع. ## مريض : تمام، ممكن نجرب كده. ## دكتور : ممتاز، هنبدأ بالتدريبات البسيطة وهنشوف إزاي ممكن نطور مهاراتك الاجتماعية تدريجيًا. المهم إنك تكون صبور مع نفسك وتعطي نفسك الوقت للتحسن. ## مريض : شكراً يا دكتور، أنا حسيت براحة لمجرد إني تكلمت عن الموضوع. ## دكتور : ده شيء طبيعي، وإنت بتاخد أول خطوة مهمة نحو تحسين علاقاتك الاجتماعية. هنكون متابعين مع بعض وكل مرة هتلاقي نفسك بتحسن أكتر.,ده شيء طبيعي، وإنت بتاخد أول خطوة مهمة نحو تحسين علاقاتك الاجتماعية. هنكون متابعين مع بعض وكل مرة هتلاقي نفسك بتحسن أكتر.,شكراً يا دكتور، أنا حسيت براحة لمجرد إني تكلمت عن الموضوع.
 ## دكتور : أهلاً، إزيك؟,بداية,أهلاً، إزيك؟
 ## دكتور : أهلاً، إزيك؟ ## مريض : مش تمام، بحس إني عندي مشكلة في الثقة بالنفس.,مش تمام، بحس إني عندي مشكلة في الثقة بالنفس.,أهلاً، إزيك؟
 ## دكتور : أهلاً، إزيك؟ ## مريض : مش تمام، بحس إني عندي مشكلة في الثقة بالنفس. ## دكتور : ممكن توضحلي أكتر عن اللي بتحس بيه؟ ## مريض : بحس إني مش قادر أواجه التحديات وبخاف من الفشل.,بحس إني مش قادر أواجه التحديات وبخاف من الفشل.,ممكن توضحلي أكتر عن اللي بتحس بيه؟
 ## دكتور : أهلاً، إزيك؟ ## مريض : مش تمام، بحس إني عندي مشكلة في الثقة بالنفس. ## دكتور : ممكن توضحلي أكتر عن اللي بتحس بيه؟ ## مريض : بحس إني مش قادر أواجه التحديات وبخاف من الفشل. ## دكتور : هل في مواقف معينة حصلت مؤخراً أثرت على ثقتك بنفسك؟ ## مريض : أيوه، في شغل كنت عاوزه ومقدرتش أحصله.,أيوه، في شغل كنت عاوزه ومقدرتش أحصله.,هل في مواقف معينة حصلت مؤخراً أثرت على ثقتك بنفسك؟
 ## دكتور : أهلاً، إزيك؟ ## مريض : مش تمام، بحس إني عندي مشكلة في الثقة بالنفس. ## دكتور : ممكن توضحلي أكتر عن اللي بتحس بيه؟ ## مريض : بحس إني مش قادر أواجه التحديات وبخاف من الفشل. ## دكتور : هل في مواقف معينة حصلت مؤخراً أثرت على ثقتك بنفسك؟ ## مريض : أيوه، في شغل كنت عاوزه ومقدرتش أحصله. ## دكتور : ممكن نبدأ نتكلم عن تجاربك السابقة ونحاول نلاقي طرق لتعزيز ثقتك بنفسك. ## مريض : طيب، أنا اشتغلت كتير على نفسي وجهزت كويس للشغل ده، بس لما محصلتش عليه، حسيت إني فاشل وإن كل المجهود راح على الفاضي.,طيب، أنا اشتغلت كتير على نفسي وجهزت كويس للشغل ده، بس لما محصلتش عليه، حسيت إني فاشل وإن كل المجهود راح على الفاضي.,ممكن نبدأ نتكلم عن تجاربك السابقة ونحاول نلاقي طرق لتعزيز ثقتك بنفسك.
 ## دكتور : أهلاً، إزيك؟ ## مريض : مش تمام، بحس إني عندي مشكلة في الثقة بالنفس. ## دكتور : ممكن توضحلي أكتر عن اللي بتحس بيه؟ ## مريض : بحس إني مش قادر أواجه التحديات وبخاف من الفشل. ## دكتور : هل في مواقف معينة حصلت مؤخراً أثرت على ثقتك بنفسك؟ ## مريض : أيوه، في شغل كنت عاوزه ومقدرتش أحصله. ## دكتور : ممكن نبدأ نتكلم عن تجاربك السابقة ونحاول نلاقي طرق لتعزيز ثقتك بنفسك. ## مريض : طيب، أنا اشتغلت كتير على نفسي وجهزت كويس للشغل ده، بس لما محصلتش عليه، حسيت إني فاشل وإن كل المجهود راح على الفاضي. ## دكتور : فاهم مشاعرك، الإحباط بعد محاولة كبيرة ممكن يكون صعب. هل فكرت في الأمور اللي اتعلمتها من التجربة دي؟ ## مريض : يعني، حاولت أشوف إيه اللي غلط، بس برضه بحس إن المشكلة فيّ أنا.,يعني، حاولت أشوف إيه اللي غلط، بس برضه بحس إن المشكلة فيّ أنا.,فاهم مشاعرك، الإحباط بعد محاولة كبيرة ممكن يكون صعب. هل فكرت في الأمور اللي اتعلمتها من التجربة دي؟
 ## دكتور : أهلاً، إزيك؟ ## مريض : مش تمام، بحس إني عندي مشكلة في الثقة بالنفس. ## دكتور : ممكن توضحلي أكتر عن اللي بتحس بيه؟ ## مريض : بحس إني مش قادر أواجه التحديات وبخاف من الفشل. ## دكتور : هل في مواقف معينة حصلت مؤخراً أثرت على ثقتك بنفسك؟ ## مريض : أيوه، في شغل كنت عاوزه ومقدرتش أحصله. ## دكتور : ممكن نبدأ نتكلم عن تجاربك السابقة ونحاول نلاقي طرق لتعزيز ثقتك بنفسك. ## مريض : طيب، أنا اشتغلت كتير على نفسي وجهزت كويس للشغل ده، بس لما محصلتش عليه، حسيت إني فاشل وإن كل المجهود راح على الفاضي. ## دكتور : فاهم مشاعرك، الإحباط بعد محاولة كبيرة ممكن يكون صعب. هل فكرت في الأمور اللي اتعلمتها من التجربة دي؟ ## مريض : يعني، حاولت أشوف إيه اللي غلط، بس برضه بحس إن المشكلة فيّ أنا. ## دكتور : طيب، خلينا نفكر في التجربة من زاوية تانية. كل تجربة سواء كانت ناجحة أو لأ بتعلمنا حاجة جديدة. مثلاً، إيه المهارات أو المعلومات الجديدة اللي اكتسبتها خلال تحضيرك للشغل ده؟ ## مريض : اتعلمت أعمل بحث بشكل أفضل، وطورت بعض المهارات التقنية اللي كانت مطلوبة للشغل.,اتعلمت أعمل بحث بشكل أفضل، وطورت بعض المهارات التقنية اللي كانت مطلوبة للشغل.,طيب، خلينا نفكر في التجربة من زاوية تانية. كل تجربة سواء كانت ناجحة أو لأ بتعلمنا حاجة جديدة. مثلاً، إيه المهارات أو المعلومات الجديدة اللي اكتسبتها خلال تحضيرك للشغل ده؟
 ## دكتور : أهلاً، إزيك؟ ## مريض : مش تمام، بحس إني عندي مشكلة في الثقة بالنفس. ## دكتور : ممكن توضحلي أكتر عن اللي بتحس بيه؟ ## مريض : بحس إني مش قادر أواجه التحديات وبخاف من الفشل. ## دكتور : هل في مواقف معينة حصلت مؤخراً أثرت على ثقتك بنفسك؟ ## مريض : أيوه، في شغل كنت عاوزه ومقدرتش أحصله. ## دكتور : ممكن نبدأ نتكلم عن تجاربك السابقة ونحاول نلاقي طرق لتعزيز ثقتك بنفسك. ## مريض : طيب، أنا اشتغلت كتير على نفسي وجهزت كويس للشغل ده، بس لما محصلتش عليه، حسيت إني فاشل وإن كل المجهود راح على الفاضي. ## دكتور : فاهم مشاعرك، الإحباط بعد محاولة كبيرة ممكن يكون صعب. هل فكرت في الأمور اللي اتعلمتها من التجربة دي؟ ## مريض : يعني، حاولت أشوف إيه اللي غلط، بس برضه بحس إن المشكلة فيّ أنا. ## دكتور : طيب، خلينا نفكر في التجربة من زاوية تانية. كل تجربة سواء كانت ناجحة أو لأ بتعلمنا حاجة جديدة. مثلاً، إيه المهارات أو المعلومات الجديدة اللي اكتسبتها خلال تحضيرك للشغل ده؟ ## مريض : اتعلمت أعمل بحث بشكل أفضل، وطورت بعض المهارات التقنية اللي كانت مطلوبة للشغل. ## دكتور : دي نقاط إيجابية ومهمة جدًا. المهارات اللي اكتسبتها هتكون مفيدة ليك في المستقبل، مش بس في الشغل ده. هل في مهارات تانية حسيت إنك طورتها خلال الفترة دي؟ ## مريض : أيوه، بقيت أكتر تنظيمًا، وبقيت بعرف أتعامل مع الضغوطات بشكل أفضل.,أيوه، بقيت أكتر تنظيمًا، وبقيت بعرف أتعامل مع الضغوطات بشكل أفضل.,دي نقاط إيجابية ومهمة جدًا. المهارات اللي اكتسبتها هتكون مفيدة ليك في المستقبل، مش بس في الشغل ده. هل في مهارات تانية حسيت إنك طورتها خلال الفترة دي؟
