history,patient,doctor
 ## دكتور : إزايك النهاردة؟,بداية,إزايك النهاردة؟
 ## دكتور : إزايك النهاردة؟ ## مريض : مش كويس، يا دكتور، لسه الكوابيس بتطاردني.,مش كويس، يا دكتور، لسه الكوابيس بتطاردني.,إزايك النهاردة؟
 ## دكتور : إزايك النهاردة؟ ## مريض : مش كويس، يا دكتور، لسه الكوابيس بتطاردني. ## دكتور : فهمتك، الكوابيس ديه بتسببلك قلق كبير، ممكن تحكيلي عنها أكتر؟ ## مريض : بحلم بالحادثة اللي حصلت من سنة، بحس كأنها بتحصل تاني كل يوم.,بحلم بالحادثة اللي حصلت من سنة، بحس كأنها بتحصل تاني كل يوم.,فهمتك، الكوابيس ديه بتسببلك قلق كبير، ممكن تحكيلي عنها أكتر؟
 ## دكتور : إزايك النهاردة؟ ## مريض : مش كويس، يا دكتور، لسه الكوابيس بتطاردني. ## دكتور : فهمتك، الكوابيس ديه بتسببلك قلق كبير، ممكن تحكيلي عنها أكتر؟ ## مريض : بحلم بالحادثة اللي حصلت من سنة، بحس كأنها بتحصل تاني كل يوم. ## دكتور : ده تأثير طبيعي بعد الصدمات، ودي علامات لاضطراب ما بعد الصدمة. جربت تعمل إيه لتقليل الكوابيس؟ ## مريض : بحاول أتجنب التفكير فيها، بس مش بقدر.,بحاول أتجنب التفكير فيها، بس مش بقدر.,ده تأثير طبيعي بعد الصدمات، ودي علامات لاضطراب ما بعد الصدمة. جربت تعمل إيه لتقليل الكوابيس؟
 ## دكتور : إزايك النهاردة؟ ## مريض : مش كويس، يا دكتور، لسه الكوابيس بتطاردني. ## دكتور : فهمتك، الكوابيس ديه بتسببلك قلق كبير، ممكن تحكيلي عنها أكتر؟ ## مريض : بحلم بالحادثة اللي حصلت من سنة، بحس كأنها بتحصل تاني كل يوم. ## دكتور : ده تأثير طبيعي بعد الصدمات، ودي علامات لاضطراب ما بعد الصدمة. جربت تعمل إيه لتقليل الكوابيس؟ ## مريض : بحاول أتجنب التفكير فيها، بس مش بقدر. ## دكتور : طبيعي إنك تحس بكده، بس التجنب مش دايمًا هو الحل. إيه رأيك نجرب نتكلم عن الحادثة بالتفصيل ونحاول نواجه المخاوف مع بعض؟ ## مريض : مش سهل أتكلم عنها، بتفكرني بكل حاجة وحشة.,مش سهل أتكلم عنها، بتفكرني بكل حاجة وحشة.,طبيعي إنك تحس بكده، بس التجنب مش دايمًا هو الحل. إيه رأيك نجرب نتكلم عن الحادثة بالتفصيل ونحاول نواجه المخاوف مع بعض؟
 ## دكتور : إزايك النهاردة؟ ## مريض : مش كويس، يا دكتور، لسه الكوابيس بتطاردني. ## دكتور : فهمتك، الكوابيس ديه بتسببلك قلق كبير، ممكن تحكيلي عنها أكتر؟ ## مريض : بحلم بالحادثة اللي حصلت من سنة، بحس كأنها بتحصل تاني كل يوم. ## دكتور : ده تأثير طبيعي بعد الصدمات، ودي علامات لاضطراب ما بعد الصدمة. جربت تعمل إيه لتقليل الكوابيس؟ ## مريض : بحاول أتجنب التفكير فيها، بس مش بقدر. ## دكتور : طبيعي إنك تحس بكده، بس التجنب مش دايمًا هو الحل. إيه رأيك نجرب نتكلم عن الحادثة بالتفصيل ونحاول نواجه المخاوف مع بعض؟ ## مريض : مش سهل أتكلم عنها، بتفكرني بكل حاجة وحشة. ## دكتور : صح، بس الكلام عنها ممكن يكون خطوة مهمة للعلاج. مهم نحاول نتكلم في بيئة آمنة. إيه رأيك نبدأ بشكل تدريجي؟ ## مريض : ممكن، هحاول.,ممكن، هحاول.,صح، بس الكلام عنها ممكن يكون خطوة مهمة للعلاج. مهم نحاول نتكلم في بيئة آمنة. إيه رأيك نبدأ بشكل تدريجي؟
 ## دكتور : إزايك النهاردة؟ ## مريض : مش كويس، يا دكتور، لسه الكوابيس بتطاردني. ## دكتور : فهمتك، الكوابيس ديه بتسببلك قلق كبير، ممكن تحكيلي عنها أكتر؟ ## مريض : بحلم بالحادثة اللي حصلت من سنة، بحس كأنها بتحصل تاني كل يوم. ## دكتور : ده تأثير طبيعي بعد الصدمات، ودي علامات لاضطراب ما بعد الصدمة. جربت تعمل إيه لتقليل الكوابيس؟ ## مريض : بحاول أتجنب التفكير فيها، بس مش بقدر. ## دكتور : طبيعي إنك تحس بكده، بس التجنب مش دايمًا هو الحل. إيه رأيك نجرب نتكلم عن الحادثة بالتفصيل ونحاول نواجه المخاوف مع بعض؟ ## مريض : مش سهل أتكلم عنها، بتفكرني بكل حاجة وحشة. ## دكتور : صح، بس الكلام عنها ممكن يكون خطوة مهمة للعلاج. مهم نحاول نتكلم في بيئة آمنة. إيه رأيك نبدأ بشكل تدريجي؟ ## مريض : ممكن، هحاول. ## دكتور : وكمان، في تقنيات زي العلاج بالتعرض أو الاسترخاء التدريجي ممكن تساعد. جربت حاجة من دول؟ ## مريض : لأ، معرفش عنهم حاجة.,لأ، معرفش عنهم حاجة.,وكمان، في تقنيات زي العلاج بالتعرض أو الاسترخاء التدريجي ممكن تساعد. جربت حاجة من دول؟
 ## دكتور : إزايك النهاردة؟ ## مريض : مش كويس، يا دكتور، لسه الكوابيس بتطاردني. ## دكتور : فهمتك، الكوابيس ديه بتسببلك قلق كبير، ممكن تحكيلي عنها أكتر؟ ## مريض : بحلم بالحادثة اللي حصلت من سنة، بحس كأنها بتحصل تاني كل يوم. ## دكتور : ده تأثير طبيعي بعد الصدمات، ودي علامات لاضطراب ما بعد الصدمة. جربت تعمل إيه لتقليل الكوابيس؟ ## مريض : بحاول أتجنب التفكير فيها، بس مش بقدر. ## دكتور : طبيعي إنك تحس بكده، بس التجنب مش دايمًا هو الحل. إيه رأيك نجرب نتكلم عن الحادثة بالتفصيل ونحاول نواجه المخاوف مع بعض؟ ## مريض : مش سهل أتكلم عنها، بتفكرني بكل حاجة وحشة. ## دكتور : صح، بس الكلام عنها ممكن يكون خطوة مهمة للعلاج. مهم نحاول نتكلم في بيئة آمنة. إيه رأيك نبدأ بشكل تدريجي؟ ## مريض : ممكن، هحاول. ## دكتور : وكمان، في تقنيات زي العلاج بالتعرض أو الاسترخاء التدريجي ممكن تساعد. جربت حاجة من دول؟ ## مريض : لأ، معرفش عنهم حاجة. ## دكتور : هنشرحهم مع بعض، ونجرب نشوف إيه اللي ينفعك. مهم نشتغل سوا ونلاقي الحل اللي يريحك. ## مريض : تمام، هحاول أتعلم أكتر.,تمام، هحاول أتعلم أكتر.,اقفال
 ## دكتور : صباح الخير، إزايك النهاردة؟,بداية,صباح الخير، إزايك النهاردة؟
 ## دكتور : صباح الخير، إزايك النهاردة؟ ## مريض : صباح النور يا دكتور، بصراحة مش عارف، حاسس بتوتر كبير طول الوقت.,صباح النور يا دكتور، بصراحة مش عارف، حاسس بتوتر كبير طول الوقت.,صباح الخير، إزايك النهاردة؟
 ## دكتور : صباح الخير، إزايك النهاردة؟ ## مريض : صباح النور يا دكتور، بصراحة مش عارف، حاسس بتوتر كبير طول الوقت. ## دكتور : فهمتك، التوتر ده موضوع مهم. ممكن تحكيلي أكتر عن الأعراض اللي بتحس بيها؟ ## مريض : بحس بدقات قلبي بتزيد، ونفسي بيضيق، وأحيانًا بحس إني مش قادر أركز أو أعمل حاجة كويسة.,بحس بدقات قلبي بتزيد، ونفسي بيضيق، وأحيانًا بحس إني مش قادر أركز أو أعمل حاجة كويسة.,فهمتك، التوتر ده موضوع مهم. ممكن تحكيلي أكتر عن الأعراض اللي بتحس بيها؟
 ## دكتور : صباح الخير، إزايك النهاردة؟ ## مريض : صباح النور يا دكتور، بصراحة مش عارف، حاسس بتوتر كبير طول الوقت. ## دكتور : فهمتك، التوتر ده موضوع مهم. ممكن تحكيلي أكتر عن الأعراض اللي بتحس بيها؟ ## مريض : بحس بدقات قلبي بتزيد، ونفسي بيضيق، وأحيانًا بحس إني مش قادر أركز أو أعمل حاجة كويسة. ## دكتور : طيب، الأعراض ديه بتحصل إمتى عادة؟ في مواقف معينة ولا طول اليوم؟ ## مريض : في الشغل كتير، بس حتى في البيت أحيانًا بحس بنفس الحاجة.,في الشغل كتير، بس حتى في البيت أحيانًا بحس بنفس الحاجة.,طيب، الأعراض ديه بتحصل إمتى عادة؟ في مواقف معينة ولا طول اليوم؟
 ## دكتور : صباح الخير، إزايك النهاردة؟ ## مريض : صباح النور يا دكتور، بصراحة مش عارف، حاسس بتوتر كبير طول الوقت. ## دكتور : فهمتك، التوتر ده موضوع مهم. ممكن تحكيلي أكتر عن الأعراض اللي بتحس بيها؟ ## مريض : بحس بدقات قلبي بتزيد، ونفسي بيضيق، وأحيانًا بحس إني مش قادر أركز أو أعمل حاجة كويسة. ## دكتور : طيب، الأعراض ديه بتحصل إمتى عادة؟ في مواقف معينة ولا طول اليوم؟ ## مريض : في الشغل كتير، بس حتى في البيت أحيانًا بحس بنفس الحاجة. ## دكتور : الشغل ممكن يكون مصدر ضغط كبير، وفي البيت ممكن يكون في حاجات تانية بتضغطك. بتعمل إيه لما تحس بالتوتر ده؟ ## مريض : بحاول أهرب من المواقف اللي بتضغطني، بس مش دايمًا بنجح في كده.,بحاول أهرب من المواقف اللي بتضغطني، بس مش دايمًا بنجح في كده.,الشغل ممكن يكون مصدر ضغط كبير، وفي البيت ممكن يكون في حاجات تانية بتضغطك. بتعمل إيه لما تحس بالتوتر ده؟
 ## دكتور : صباح الخير، إزايك النهاردة؟ ## مريض : صباح النور يا دكتور، بصراحة مش عارف، حاسس بتوتر كبير طول الوقت. ## دكتور : فهمتك، التوتر ده موضوع مهم. ممكن تحكيلي أكتر عن الأعراض اللي بتحس بيها؟ ## مريض : بحس بدقات قلبي بتزيد، ونفسي بيضيق، وأحيانًا بحس إني مش قادر أركز أو أعمل حاجة كويسة. ## دكتور : طيب، الأعراض ديه بتحصل إمتى عادة؟ في مواقف معينة ولا طول اليوم؟ ## مريض : في الشغل كتير، بس حتى في البيت أحيانًا بحس بنفس الحاجة. ## دكتور : الشغل ممكن يكون مصدر ضغط كبير، وفي البيت ممكن يكون في حاجات تانية بتضغطك. بتعمل إيه لما تحس بالتوتر ده؟ ## مريض : بحاول أهرب من المواقف اللي بتضغطني، بس مش دايمًا بنجح في كده. ## دكتور : طيب، فيه طرق كتير ممكن تساعدك تتعامل مع التوتر بطريقة أحسن. أول حاجة مهم نفهم إن التوتر طبيعي، بس الزيادة فيه هي اللي مش صحية. جربت أي تمارين استرخاء قبل كده؟ ## مريض : لأ، مش عارف عنها حاجة.,لأ، مش عارف عنها حاجة.,طيب، فيه طرق كتير ممكن تساعدك تتعامل مع التوتر بطريقة أحسن. أول حاجة مهم نفهم إن التوتر طبيعي، بس الزيادة فيه هي اللي مش صحية. جربت أي تمارين استرخاء قبل كده؟
 ## دكتور : صباح الخير، إزايك النهاردة؟ ## مريض : صباح النور يا دكتور، بصراحة مش عارف، حاسس بتوتر كبير طول الوقت. ## دكتور : فهمتك، التوتر ده موضوع مهم. ممكن تحكيلي أكتر عن الأعراض اللي بتحس بيها؟ ## مريض : بحس بدقات قلبي بتزيد، ونفسي بيضيق، وأحيانًا بحس إني مش قادر أركز أو أعمل حاجة كويسة. ## دكتور : طيب، الأعراض ديه بتحصل إمتى عادة؟ في مواقف معينة ولا طول اليوم؟ ## مريض : في الشغل كتير، بس حتى في البيت أحيانًا بحس بنفس الحاجة. ## دكتور : الشغل ممكن يكون مصدر ضغط كبير، وفي البيت ممكن يكون في حاجات تانية بتضغطك. بتعمل إيه لما تحس بالتوتر ده؟ ## مريض : بحاول أهرب من المواقف اللي بتضغطني، بس مش دايمًا بنجح في كده. ## دكتور : طيب، فيه طرق كتير ممكن تساعدك تتعامل مع التوتر بطريقة أحسن. أول حاجة مهم نفهم إن التوتر طبيعي، بس الزيادة فيه هي اللي مش صحية. جربت أي تمارين استرخاء قبل كده؟ ## مريض : لأ، مش عارف عنها حاجة. ## دكتور : طيب، فيه تمارين بسيطة زي التنفس العميق. لما تحس بالتوتر، جرب تاخد نفس عميق من بطنك، مش من صدرك، واطلع النفس ببطء. ده ممكن يساعد تهدي نفسك. ## مريض : ممكن أجرب، بس مش متأكد إذا كان هيبقى كفاية.,ممكن أجرب، بس مش متأكد إذا كان هيبقى كفاية.,طيب، فيه تمارين بسيطة زي التنفس العميق. لما تحس بالتوتر، جرب تاخد نفس عميق من بطنك، مش من صدرك، واطلع النفس ببطء. ده ممكن يساعد تهدي نفسك.
 ## دكتور : صباح الخير، إزايك النهاردة؟ ## مريض : صباح النور يا دكتور، بصراحة مش عارف، حاسس بتوتر كبير طول الوقت. ## دكتور : فهمتك، التوتر ده موضوع مهم. ممكن تحكيلي أكتر عن الأعراض اللي بتحس بيها؟ ## مريض : بحس بدقات قلبي بتزيد، ونفسي بيضيق، وأحيانًا بحس إني مش قادر أركز أو أعمل حاجة كويسة. ## دكتور : طيب، الأعراض ديه بتحصل إمتى عادة؟ في مواقف معينة ولا طول اليوم؟ ## مريض : في الشغل كتير، بس حتى في البيت أحيانًا بحس بنفس الحاجة. ## دكتور : الشغل ممكن يكون مصدر ضغط كبير، وفي البيت ممكن يكون في حاجات تانية بتضغطك. بتعمل إيه لما تحس بالتوتر ده؟ ## مريض : بحاول أهرب من المواقف اللي بتضغطني، بس مش دايمًا بنجح في كده. ## دكتور : طيب، فيه طرق كتير ممكن تساعدك تتعامل مع التوتر بطريقة أحسن. أول حاجة مهم نفهم إن التوتر طبيعي، بس الزيادة فيه هي اللي مش صحية. جربت أي تمارين استرخاء قبل كده؟ ## مريض : لأ، مش عارف عنها حاجة. ## دكتور : طيب، فيه تمارين بسيطة زي التنفس العميق. لما تحس بالتوتر، جرب تاخد نفس عميق من بطنك، مش من صدرك، واطلع النفس ببطء. ده ممكن يساعد تهدي نفسك. ## مريض : ممكن أجرب، بس مش متأكد إذا كان هيبقى كفاية. ## دكتور : التمرين ده جزء من الحل. كمان ممكن نجرب نمارس الرياضة بانتظام، حتى لو تمشية خفيفة كل يوم. الرياضة بتساعد على تخفيف التوتر بشكل كبير. ## مريض : بس ساعات بحس إني مش عندي طاقة لأي حاجة.,بس ساعات بحس إني مش عندي طاقة لأي حاجة.,التمرين ده جزء من الحل. كمان ممكن نجرب نمارس الرياضة بانتظام، حتى لو تمشية خفيفة كل يوم. الرياضة بتساعد على تخفيف التوتر بشكل كبير.
 ## دكتور : صباح الخير، إزايك النهاردة؟ ## مريض : صباح النور يا دكتور، بصراحة مش عارف، حاسس بتوتر كبير طول الوقت. ## دكتور : فهمتك، التوتر ده موضوع مهم. ممكن تحكيلي أكتر عن الأعراض اللي بتحس بيها؟ ## مريض : بحس بدقات قلبي بتزيد، ونفسي بيضيق، وأحيانًا بحس إني مش قادر أركز أو أعمل حاجة كويسة. ## دكتور : طيب، الأعراض ديه بتحصل إمتى عادة؟ في مواقف معينة ولا طول اليوم؟ ## مريض : في الشغل كتير، بس حتى في البيت أحيانًا بحس بنفس الحاجة. ## دكتور : الشغل ممكن يكون مصدر ضغط كبير، وفي البيت ممكن يكون في حاجات تانية بتضغطك. بتعمل إيه لما تحس بالتوتر ده؟ ## مريض : بحاول أهرب من المواقف اللي بتضغطني، بس مش دايمًا بنجح في كده. ## دكتور : طيب، فيه طرق كتير ممكن تساعدك تتعامل مع التوتر بطريقة أحسن. أول حاجة مهم نفهم إن التوتر طبيعي، بس الزيادة فيه هي اللي مش صحية. جربت أي تمارين استرخاء قبل كده؟ ## مريض : لأ، مش عارف عنها حاجة. ## دكتور : طيب، فيه تمارين بسيطة زي التنفس العميق. لما تحس بالتوتر، جرب تاخد نفس عميق من بطنك، مش من صدرك، واطلع النفس ببطء. ده ممكن يساعد تهدي نفسك. ## مريض : ممكن أجرب، بس مش متأكد إذا كان هيبقى كفاية. ## دكتور : التمرين ده جزء من الحل. كمان ممكن نجرب نمارس الرياضة بانتظام، حتى لو تمشية خفيفة كل يوم. الرياضة بتساعد على تخفيف التوتر بشكل كبير. ## مريض : بس ساعات بحس إني مش عندي طاقة لأي حاجة. ## دكتور : ده طبيعي، التوتر ممكن يستهلك طاقتنا. ممكن نبدأ بحاجة صغيرة جدًا، زي تمشية لمدة 10 دقايق، ونزودها مع الوقت. ## مريض : هحاول.,هحاول.,ده طبيعي، التوتر ممكن يستهلك طاقتنا. ممكن نبدأ بحاجة صغيرة جدًا، زي تمشية لمدة 10 دقايق، ونزودها مع الوقت.
 ## دكتور : صباح الخير، إزايك النهاردة؟ ## مريض : صباح النور يا دكتور، بصراحة مش عارف، حاسس بتوتر كبير طول الوقت. ## دكتور : فهمتك، التوتر ده موضوع مهم. ممكن تحكيلي أكتر عن الأعراض اللي بتحس بيها؟ ## مريض : بحس بدقات قلبي بتزيد، ونفسي بيضيق، وأحيانًا بحس إني مش قادر أركز أو أعمل حاجة كويسة. ## دكتور : طيب، الأعراض ديه بتحصل إمتى عادة؟ في مواقف معينة ولا طول اليوم؟ ## مريض : في الشغل كتير، بس حتى في البيت أحيانًا بحس بنفس الحاجة. ## دكتور : الشغل ممكن يكون مصدر ضغط كبير، وفي البيت ممكن يكون في حاجات تانية بتضغطك. بتعمل إيه لما تحس بالتوتر ده؟ ## مريض : بحاول أهرب من المواقف اللي بتضغطني، بس مش دايمًا بنجح في كده. ## دكتور : طيب، فيه طرق كتير ممكن تساعدك تتعامل مع التوتر بطريقة أحسن. أول حاجة مهم نفهم إن التوتر طبيعي، بس الزيادة فيه هي اللي مش صحية. جربت أي تمارين استرخاء قبل كده؟ ## مريض : لأ، مش عارف عنها حاجة. ## دكتور : طيب، فيه تمارين بسيطة زي التنفس العميق. لما تحس بالتوتر، جرب تاخد نفس عميق من بطنك، مش من صدرك، واطلع النفس ببطء. ده ممكن يساعد تهدي نفسك. ## مريض : ممكن أجرب، بس مش متأكد إذا كان هيبقى كفاية. ## دكتور : التمرين ده جزء من الحل. كمان ممكن نجرب نمارس الرياضة بانتظام، حتى لو تمشية خفيفة كل يوم. الرياضة بتساعد على تخفيف التوتر بشكل كبير. ## مريض : بس ساعات بحس إني مش عندي طاقة لأي حاجة. ## دكتور : ده طبيعي، التوتر ممكن يستهلك طاقتنا. ممكن نبدأ بحاجة صغيرة جدًا، زي تمشية لمدة 10 دقايق، ونزودها مع الوقت. ## مريض : هحاول. ## دكتور : وكمان، هل عندك أي هوايات بتحبها؟ حاجة بتستمتع بيها؟ ## مريض : كنت بحب الرسم، بس بقاله كتير ما رسمتش.,كنت بحب الرسم، بس بقاله كتير ما رسمتش.,وكمان، هل عندك أي هوايات بتحبها؟ حاجة بتستمتع بيها؟
 ## دكتور : صباح الخير، إزايك النهاردة؟ ## مريض : صباح النور يا دكتور، بصراحة مش عارف، حاسس بتوتر كبير طول الوقت. ## دكتور : فهمتك، التوتر ده موضوع مهم. ممكن تحكيلي أكتر عن الأعراض اللي بتحس بيها؟ ## مريض : بحس بدقات قلبي بتزيد، ونفسي بيضيق، وأحيانًا بحس إني مش قادر أركز أو أعمل حاجة كويسة. ## دكتور : طيب، الأعراض ديه بتحصل إمتى عادة؟ في مواقف معينة ولا طول اليوم؟ ## مريض : في الشغل كتير، بس حتى في البيت أحيانًا بحس بنفس الحاجة. ## دكتور : الشغل ممكن يكون مصدر ضغط كبير، وفي البيت ممكن يكون في حاجات تانية بتضغطك. بتعمل إيه لما تحس بالتوتر ده؟ ## مريض : بحاول أهرب من المواقف اللي بتضغطني، بس مش دايمًا بنجح في كده. ## دكتور : طيب، فيه طرق كتير ممكن تساعدك تتعامل مع التوتر بطريقة أحسن. أول حاجة مهم نفهم إن التوتر طبيعي، بس الزيادة فيه هي اللي مش صحية. جربت أي تمارين استرخاء قبل كده؟ ## مريض : لأ، مش عارف عنها حاجة. ## دكتور : طيب، فيه تمارين بسيطة زي التنفس العميق. لما تحس بالتوتر، جرب تاخد نفس عميق من بطنك، مش من صدرك، واطلع النفس ببطء. ده ممكن يساعد تهدي نفسك. ## مريض : ممكن أجرب، بس مش متأكد إذا كان هيبقى كفاية. ## دكتور : التمرين ده جزء من الحل. كمان ممكن نجرب نمارس الرياضة بانتظام، حتى لو تمشية خفيفة كل يوم. الرياضة بتساعد على تخفيف التوتر بشكل كبير. ## مريض : بس ساعات بحس إني مش عندي طاقة لأي حاجة. ## دكتور : ده طبيعي، التوتر ممكن يستهلك طاقتنا. ممكن نبدأ بحاجة صغيرة جدًا، زي تمشية لمدة 10 دقايق، ونزودها مع الوقت. ## مريض : هحاول. ## دكتور : وكمان، هل عندك أي هوايات بتحبها؟ حاجة بتستمتع بيها؟ ## مريض : كنت بحب الرسم، بس بقاله كتير ما رسمتش. ## دكتور : الرسم ممكن يكون طريقة ممتازة لتفريغ التوتر. جرب تخصص وقت صغير للرسم كل يوم، حتى لو ربع ساعة. المهم تبدأ. ## مريض : هحاول أرجع للرسم تاني.,هحاول أرجع للرسم تاني.,الرسم ممكن يكون طريقة ممتازة لتفريغ التوتر. جرب تخصص وقت صغير للرسم كل يوم، حتى لو ربع ساعة. المهم تبدأ.
 ## دكتور : صباح الخير، إزايك النهاردة؟ ## مريض : صباح النور يا دكتور، بصراحة مش عارف، حاسس بتوتر كبير طول الوقت. ## دكتور : فهمتك، التوتر ده موضوع مهم. ممكن تحكيلي أكتر عن الأعراض اللي بتحس بيها؟ ## مريض : بحس بدقات قلبي بتزيد، ونفسي بيضيق، وأحيانًا بحس إني مش قادر أركز أو أعمل حاجة كويسة. ## دكتور : طيب، الأعراض ديه بتحصل إمتى عادة؟ في مواقف معينة ولا طول اليوم؟ ## مريض : في الشغل كتير، بس حتى في البيت أحيانًا بحس بنفس الحاجة. ## دكتور : الشغل ممكن يكون مصدر ضغط كبير، وفي البيت ممكن يكون في حاجات تانية بتضغطك. بتعمل إيه لما تحس بالتوتر ده؟ ## مريض : بحاول أهرب من المواقف اللي بتضغطني، بس مش دايمًا بنجح في كده. ## دكتور : طيب، فيه طرق كتير ممكن تساعدك تتعامل مع التوتر بطريقة أحسن. أول حاجة مهم نفهم إن التوتر طبيعي، بس الزيادة فيه هي اللي مش صحية. جربت أي تمارين استرخاء قبل كده؟ ## مريض : لأ، مش عارف عنها حاجة. ## دكتور : طيب، فيه تمارين بسيطة زي التنفس العميق. لما تحس بالتوتر، جرب تاخد نفس عميق من بطنك، مش من صدرك، واطلع النفس ببطء. ده ممكن يساعد تهدي نفسك. ## مريض : ممكن أجرب، بس مش متأكد إذا كان هيبقى كفاية. ## دكتور : التمرين ده جزء من الحل. كمان ممكن نجرب نمارس الرياضة بانتظام، حتى لو تمشية خفيفة كل يوم. الرياضة بتساعد على تخفيف التوتر بشكل كبير. ## مريض : بس ساعات بحس إني مش عندي طاقة لأي حاجة. ## دكتور : ده طبيعي، التوتر ممكن يستهلك طاقتنا. ممكن نبدأ بحاجة صغيرة جدًا، زي تمشية لمدة 10 دقايق، ونزودها مع الوقت. ## مريض : هحاول. ## دكتور : وكمان، هل عندك أي هوايات بتحبها؟ حاجة بتستمتع بيها؟ ## مريض : كنت بحب الرسم، بس بقاله كتير ما رسمتش. ## دكتور : الرسم ممكن يكون طريقة ممتازة لتفريغ التوتر. جرب تخصص وقت صغير للرسم كل يوم، حتى لو ربع ساعة. المهم تبدأ. ## مريض : هحاول أرجع للرسم تاني. ## دكتور : حلو جدًا، كمان مهم نتعلم نحدد الأولويات في الشغل والحياة. جرب تكتب قائمة بأهم الحاجات اللي محتاج تعملها، وابدأ بالحاجات البسيطة. ## مريض : ساعات بحس إن كل حاجة مهمة ومش عارف أبدأ منين.,ساعات بحس إن كل حاجة مهمة ومش عارف أبدأ منين.,حلو جدًا، كمان مهم نتعلم نحدد الأولويات في الشغل والحياة. جرب تكتب قائمة بأهم الحاجات اللي محتاج تعملها، وابدأ بالحاجات البسيطة.
 ## دكتور : صباح الخير، إزايك النهاردة؟ ## مريض : صباح النور يا دكتور، بصراحة مش عارف، حاسس بتوتر كبير طول الوقت. ## دكتور : فهمتك، التوتر ده موضوع مهم. ممكن تحكيلي أكتر عن الأعراض اللي بتحس بيها؟ ## مريض : بحس بدقات قلبي بتزيد، ونفسي بيضيق، وأحيانًا بحس إني مش قادر أركز أو أعمل حاجة كويسة. ## دكتور : طيب، الأعراض ديه بتحصل إمتى عادة؟ في مواقف معينة ولا طول اليوم؟ ## مريض : في الشغل كتير، بس حتى في البيت أحيانًا بحس بنفس الحاجة. ## دكتور : الشغل ممكن يكون مصدر ضغط كبير، وفي البيت ممكن يكون في حاجات تانية بتضغطك. بتعمل إيه لما تحس بالتوتر ده؟ ## مريض : بحاول أهرب من المواقف اللي بتضغطني، بس مش دايمًا بنجح في كده. ## دكتور : طيب، فيه طرق كتير ممكن تساعدك تتعامل مع التوتر بطريقة أحسن. أول حاجة مهم نفهم إن التوتر طبيعي، بس الزيادة فيه هي اللي مش صحية. جربت أي تمارين استرخاء قبل كده؟ ## مريض : لأ، مش عارف عنها حاجة. ## دكتور : طيب، فيه تمارين بسيطة زي التنفس العميق. لما تحس بالتوتر، جرب تاخد نفس عميق من بطنك، مش من صدرك، واطلع النفس ببطء. ده ممكن يساعد تهدي نفسك. ## مريض : ممكن أجرب، بس مش متأكد إذا كان هيبقى كفاية. ## دكتور : التمرين ده جزء من الحل. كمان ممكن نجرب نمارس الرياضة بانتظام، حتى لو تمشية خفيفة كل يوم. الرياضة بتساعد على تخفيف التوتر بشكل كبير. ## مريض : بس ساعات بحس إني مش عندي طاقة لأي حاجة. ## دكتور : ده طبيعي، التوتر ممكن يستهلك طاقتنا. ممكن نبدأ بحاجة صغيرة جدًا، زي تمشية لمدة 10 دقايق، ونزودها مع الوقت. ## مريض : هحاول. ## دكتور : وكمان، هل عندك أي هوايات بتحبها؟ حاجة بتستمتع بيها؟ ## مريض : كنت بحب الرسم، بس بقاله كتير ما رسمتش. ## دكتور : الرسم ممكن يكون طريقة ممتازة لتفريغ التوتر. جرب تخصص وقت صغير للرسم كل يوم، حتى لو ربع ساعة. المهم تبدأ. ## مريض : هحاول أرجع للرسم تاني. ## دكتور : حلو جدًا، كمان مهم نتعلم نحدد الأولويات في الشغل والحياة. جرب تكتب قائمة بأهم الحاجات اللي محتاج تعملها، وابدأ بالحاجات البسيطة. ## مريض : ساعات بحس إن كل حاجة مهمة ومش عارف أبدأ منين. ## دكتور : طبيعي تحس بكده، بس الترتيب ممكن يساعدك. ممكن نعمل كده مع بعض دلوقتي؟ هتكتب الحاجات اللي عليك وتحدد إيه أهم حاجة وأيه اللي ممكن يستنى. ## مريض : تمام، هحاول أبدأ بالقائمة دي.,تمام، هحاول أبدأ بالقائمة دي.,اقفال
 ## دكتور : دلوقتي خلينا نتكلم عن نوبات القلق اللي بتجيلك. إمتى بدأت تحس بيها؟,بداية,دلوقتي خلينا نتكلم عن نوبات القلق اللي بتجيلك. إمتى بدأت تحس بيها؟
 ## دكتور : دلوقتي خلينا نتكلم عن نوبات القلق اللي بتجيلك. إمتى بدأت تحس بيها؟ ## مريض : من فترة، بس بقت أسوأ مؤخرًا.,من فترة، بس بقت أسوأ مؤخرًا.,دلوقتي خلينا نتكلم عن نوبات القلق اللي بتجيلك. إمتى بدأت تحس بيها؟
 ## دكتور : دلوقتي خلينا نتكلم عن نوبات القلق اللي بتجيلك. إمتى بدأت تحس بيها؟ ## مريض : من فترة، بس بقت أسوأ مؤخرًا. ## دكتور : لما تيجي النوبة، إيه الأعراض اللي بتحس بيها؟ ## مريض : دقات قلبي بتزيد، بحس بضيق نفس، ورأسي بتلف.,دقات قلبي بتزيد، بحس بضيق نفس، ورأسي بتلف.,لما تيجي النوبة، إيه الأعراض اللي بتحس بيها؟
